Temperature,PH
1.0000000000000002,0.07840772453997857
0.42473654078581635,0.6281253415923089
0.4990537732448441,0.556893787575163
0.10592173618031797,0.8363326653306942
0.1090996798201922,0.8761122244489101
0.11006180954602507,0.7068937875751686
0.2699794321579303,0.7889779559118608
0.34639585674604056,0.6852505010020309
0.1569729225419345,0.6179559118236995
0.4698691715612451,0.45951903807618777
0.10460974109963694,0.8857915831663377
0.7113320420428428,0.4256622335580289
0.1301207565573288,0.8496793587174665
0.17577818536502976,0.7612625250501424
0.12803043782491996,0.8406116580988225
0.1949916244354457,0.5325050100200741
0.7991799368121921,0.20157457772686627
0.07495865227624487,0.8300000000000622
0.11566760670893239,0.8514884314083133
0.8358574881787897,0.2910621242485192
0.20796579801107207,0.718757515030056
0.16329078097875582,0.81169120850398
0.08422425309047932,0.9840240480962166
0.5501341150526937,0.398336673346698
0.07280114925468273,0.8369939879759798
0.5779484107631323,0.4787374749499165
0.9613557812599345,0.13546729823283954
0.0684620582777069,0.773527925416083
0.4669827823837469,0.43931863727458165
0.6415655944530405,0.1400801603206503
0.20362163652170118,0.5730086259475655
0.40321982146264723,0.5590781563126654
0.3019629566803088,0.8204408817635311
0.1251351752507408,0.840100200400812
0.7953605733551008,0.1902204408817738
0.9057430928097345,0.34547094188379646
0.9104371196539465,0.23238476953910236
0.04373316935603544,0.865711422845699
0.14455016718862312,0.5932774640189535
0.9004368015945377,0.23406813627256895
0.1284259377912671,0.8334181406291066
0.8581614045503676,0.22507014028060013
0.3128379381268451,0.6802404809619773
0.07985676724412083,0.8469338677355083
0.08775028740586133,0.9141779210595544
0.07145999872776199,0.8826853707415054
0.07387990076546735,0.8795991983968108
0.6175706621997004,0.4201402805611565
0.9055098492398379,0.22937875751505743
0.00874663387120711,0.9753707414829762
0.1358935349123256,0.8747094188377176
0.8302887979474569,0.32240480961927886
0.20013312399800132,0.8211640672649736
0.4746215092979367,0.4635070140280533
0.9255396408049019,0.1919038076152404
0.044228811942075286,0.9424995445436437
0.24531392464112645,0.6674663612940321
0.34257649328894946,0.6508817635270887
0.6654730603676753,0.43511022044091163
0.17819808740272824,0.8540681362725735
0.23376836793113287,0.7579959919839894
0.06904009669006372,0.9767134268537347
0.0897696189648245,0.9064729458917924
0.0,0.9603807615230906
0.39289879349462264,0.48771543086175484
0.09545493098110902,0.8659719438878
0.36604397701491,0.4844707597012601
0.10624751660132148,0.8887775551102663
0.20318430482814098,0.8025250501002574
0.5338945314984811,0.6057515030060188
0.8427381734908037,0.266733466933907
0.9587476940692492,0.16621242484968946
0.008076058607750292,0.9766132264529475
0.46651629524395366,0.30603206412828143
0.4236869447212719,0.4007815631262872
0.5073047645300115,0.2669739478957851
0.3712071414940292,0.4812224448897666
0.5225239074659118,0.4179559118236611
0.8460910498081018,0.2631262525050033
0.4203923792964528,0.5827454909819849
0.062305188609234285,0.9301002004008652
0.9057139373634946,0.22168336673348676
0.048689595216390824,0.9588176352705844
0.21875331311888946,0.7697194388777788
0.26484807362015084,0.7315430861723726
0.285548440448679,0.7883166332665752
0.5291421937617966,0.5918316633266869
0.1120152244439303,0.5814028056112264
0.9444323699667092,0.2301002004008268
0.8129704628824665,0.2744689378757741
0.3934235915268951,0.5827655310621651
0.8312800831195224,0.29294589178356034
0.8803778545832339,0.25635270541083344
0.6137804541888414,0.3744689378757471
0.6943077966964193,0.4570559300419461
0.8497354805877693,0.22945891783566452
0.08446332774962784,0.9285370741483092
0.8405515150230018,0.28597194388776614
0.9049850512075654,0.19476953907814476
0.09093583681432116,0.9015631262525332
0.6581258879158616,0.44557462751592425
0.9118657365195793,0.42643286573147776
0.4562244227221621,0.5233066132264881
0.842125909119819,0.29797595190382964
0.8955678420728945,0.2462681885509994
0.9360647568965832,0.19114228456916038
0.7411605987998566,0.3769939879759434
0.5724088759780319,0.28795591182364433
0.6806630478573361,0.09054108216433576
0.27149551536226824,0.6683967935871777
0.48307658870676784,0.4510020040080178
0.8221835838934668,0.1363286573146354
0.32829032463264207,0.7442084168336791
0.6242472593880504,0.4823446893787704
0.11256917792243537,0.8523647294589267
0.9786566987856153,0.14791296879472782
0.8550126163567333,0.24643286573147094
0.008285217243802157,0.9680456565304496
0.9260644388371744,0.5386573146292548
0.7803455185428643,0.22038076152303887
0.048602128877678785,0.9811422845691524
0.1138811730031164,0.8933466933868175
0.6426735014100646,0.3988176352705395
0.566490320391851,0.30258517034069143
0.5562859142087713,0.4365130260521042
0.47080214584084534,0.43496993987977106
0.028834736328750665,0.972364729458981
0.5055807903177172,0.511445499695057
0.00237484362078888,0.9663508835853634
0.660895655308408,0.05216432865729814
0.5292588155467415,0.30306613226454004
0.11565965522359756,0.8735671342685833
0.04784408727550282,0.9337875751503333
0.5120571022667031,0.451462925851736
0.9181633129068485,0.18230460921845548
0.5262558045842984,0.36326653306616663
0.13067471003583409,0.7588176352705531
0.3001553190135948,0.7196192384769589
0.9260352833909349,0.24613226452906645
0.4856714234218973,0.5434669338677409
0.05370433196921165,0.832985971943927
0.12423135641738048,0.8986973947896217
0.7152997179873162,0.08645290581162612
0.8823312694811389,0.45569138276553645
0.025452704565212647,0.9369739478958152
0.34814518352028223,0.6884969939879966
0.10504707279319736,0.7877955911823733
0.9016321748902669,0.5138677354709742
0.07217367334653435,0.7848409863204893
0.9167638514874554,0.15194388777557322
0.05901062318441519,0.9584483252219016
0.06778641250185502,0.8899265197061297
0.0006122643709844944,0.9697995991984243
0.009737919043279586,0.9783366733467247
0.06498748966306866,0.8321442885771972
0.07141309648816785,0.9140942755075727
0.07694122262038983,0.8553707414829788
0.9317497508534591,0.14695390781560747
0.7895801892315186,0.34342249716824114
0.5531371260151368,0.26597194388778433
0.0681945887491826,0.8729058116232906
0.42908070227518746,0.4533066132264665
0.5440114713428486,0.4661494417406473
0.2226157759312961,0.8110220440882046
0.8917776340620427,0.27034068136271827
0.5793187167362854,0.4249098196392751
0.21704835332805184,0.740676134878484
0.008659167532495071,0.9497194388777856
0.7288278450414547,0.15649298597195127
0.40750567205953847,0.5575751503006359
0.06915671847501548,0.8011823647294989
0.11254002247620276,0.9665330661322784
0.32945654248213874,0.7647294589178628
0.06699921545344645,0.9166933867735594
0.5663445431606593,0.5492384769539598
0.5150018023366738,0.2876352705411094
0.8895326647017616,0.20861723446894587
0.2779388689807287,0.6930861723447279
0.007143084328157245,0.9828657314629723
0.036065286995613066,0.9781763527054537
0.09953669345433669,0.7762925851703812
0.11122802739552151,0.5957114228456959
0.1292460931702082,0.937474949899844
0.9829620594179633,0.10665330661323225
0.9397091876762576,0.15408817635271532
0.06472509064693255,0.881002004008046
0.7695580034350398,0.3653889597376434
0.28686043552936,0.6676553106212779
0.36759186616060147,0.47492985971943824
0.29289561290049293,0.7656312625250692
0.6271513953589101,0.3370236124423016
0.15738109878925544,0.7936873747495596
0.031779436398721383,0.9296192384769668
0.4698983270074848,0.4651703406813965
0.5569856449184678,0.49406813627255985
0.06790303428680677,0.774729458917875
0.008309302177646805,0.9643486973948328
0.09589226267466944,0.9786973947896058
0.8947806450244857,0.2455911823647412
0.028516561676332763,0.9591583166332924
0.4952927206802251,0.5836472945891913
0.057348762748885784,0.9115831663326759
0.8941392252072684,0.22799599198398823
0.11391032844935611,0.7164128256513393
0.4043860393121437,0.48555110220443964
0.8721851741905389,0.42358717434868964
0.5700764402790457,0.3816633266533387
0.18866362497384181,0.5544174062410718
0.7841065711074835,0.3815230460921981
0.9764858675600574,0.14289722301744945
0.07743686520642257,0.908957915831742
0.566373698606899,0.3305010020040342
0.9188047327240727,0.864929859719453
0.07408398888912404,0.884789579158344
0.18443735289752494,0.5979358717434877
0.7813076482686971,0.34064128256514437
0.9220992981488916,0.2645090180360654
0.08834100209919171,0.9088977955912156
0.11726320476665442,0.8310621242485396
0.895596997519134,0.19360721442888007
0.5685312016284612,0.5213226452906099
0.29584031297046365,0.8116833667334902
0.3798663090265242,0.6588176352705801
0.12609730497657368,0.8779158316633371
0.5439531604503693,0.4440681362725769
0.3866303725535931,0.4797995991983939
0.3529558321494459,0.7267935871743703
0.3173861877398727,0.71482965931866
0.38902111914505877,0.5826052104208514
0.929417315154466,0.17553106212423586
0.47059805771718155,0.45388595372562435
0.10982856597612844,0.8393587174349122
0.1153681007612215,0.8783767535070552
0.534273552299569,0.4388777555110366
0.21008146930542093,0.5783410298859053
0.26403172112550943,0.7081763527054434
0.04950848296722965,0.9234625773285714
0.6001065499035187,0.6238877755511396
0.09396800322300392,0.8501963927855911
0.8579104141871099,0.22872353402458145
0.06353352023549586,0.9321442885771631
0.3138292232989106,0.7810220440881963
0.16449502767117274,0.7822444889780016
0.39581433811836075,0.501903807615264
0.08203074943094912,0.8370148993639859
0.9338780984287816,0.16072144288579437
0.11134464918046638,0.8294388777555497
0.9110202285786984,0.3354308617234807
0.07548345030851733,0.8428056112225022
0.8956844638578463,0.20332665330661825
0.06511552010089883,0.9073608085737064
0.49931617226098046,0.49172344689380765
0.10081953308878511,0.8565330661322932
0.7567296070906053,0.36324649298598644
0.34980704395581164,0.6178757515030426
0.8700091177031859,0.5672836582255698
0.4551456712113844,0.41185193917247176
0.8687448315345283,0.4916833667335041
0.20600477734458122,0.6038529232377883
0.5362561226437068,0.41741482965932875
0.43749394995680535,0.5526409340420315
