Date,Temperature,Oxygen,PH
2012-05-05,,246.131111111111,
2012-05-06,,241.868888888889,
2012-05-07,,242.891176470588,
2012-05-08,,242.289375,
2012-05-09,,239.738823529412,
2012-05-10,,237.216111111111,
2012-05-11,,235.428235294118,
2012-05-12,19.6416666666667,234.906666666667,
2012-05-13,19.9625,233.646315789474,
2012-05-14,19.6795652173913,233.608125,
2012-05-15,19.6066666666667,231.8955,
2012-05-16,19.5970833333333,234.025,
2012-05-17,19.53875,234.358333333333,
2012-05-18,19.4779166666667,,
2012-05-19,19.5754166666667,235.5125,
2012-05-20,19.6865217391304,236.855714285714,
2012-05-21,19.6507142857143,236.618461538462,
2012-05-22,17.8414285714286,242.372608695652,
2012-05-23,18.1141666666667,241.525833333333,
2012-05-24,18.6416666666667,240.217083333333,
2012-05-25,19.3229166666667,237.9,
2012-05-26,19.5754166666667,235.57125,
2012-05-27,19.7083333333333,235.623333333333,
2012-05-28,20.2275,232.755416666667,
2012-05-29,20.79875,229.21875,
2012-05-30,21.3091666666667,227.443333333333,
2012-05-31,21.6741666666667,227.962916666667,
2012-06-01,21.9316666666667,231.357916666667,
2012-06-02,22.3570833333333,231.594583333333,
2012-06-03,22.375,225.517916666667,
2012-06-04,22.56,221.507916666667,
2012-06-05,22.72125,218.409583333333,
2012-06-06,23.1083333333333,216.985416666667,
2012-06-07,23.4108333333333,219.60875,
2012-06-08,23.79,218.505833333333,
2012-06-09,23.39875,220.479583333333,
2012-06-10,23.2258333333333,216.83625,
2012-06-11,23.47,216.510833333333,
2012-06-12,23.6733333333333,218.061666666667,
2012-06-13,23.4641666666667,216.370416666667,
2012-06-14,23.5220833333333,216.415833333333,
2012-06-15,23.4204166666667,216.510833333333,
2012-06-16,23.8195833333333,217.05625,
2012-06-17,23.7829166666667,215.433333333333,
2012-06-18,24.2083333333333,218.614583333333,
2012-06-19,24.3075,220.135,
2012-06-20,24.6516666666667,216.445833333333,
2012-06-21,24.9275,216.928333333333,
2012-06-22,24.7975,215.132083333333,
2012-06-23,24.7420833333333,216.612916666667,
2012-06-24,24.5079166666667,213.8675,
2012-06-25,24.9433333333333,215.548333333333,
2012-06-26,25.4079166666667,216.375,
2012-06-27,25.6104166666667,214.392916666667,
2012-06-28,25.8016666666667,211.564166666667,
2012-06-29,26.42125,207.81,
2012-06-30,26.5483333333333,209.747083333333,
2012-07-01,26.2733333333333,212.006666666667,
2012-07-02,25.655,212.58375,
2012-07-03,25.6679166666667,212.185833333333,
2012-07-04,25.5329166666667,210.13875,
2012-07-05,25.76375,212.276666666667,
2012-07-06,25.69625,211.325416666667,
2012-07-07,25.5808333333333,207.688333333333,
2012-07-08,25.8283333333333,210.428333333333,
2012-07-09,26.1125,209.383333333333,
2012-07-10,26.28375,204.786666666667,
2012-07-11,26.44,204.320416666667,
2012-07-12,26.3141666666667,204.235833333333,
2012-07-13,26.3445833333333,203.575,
2012-07-14,26.42,204.935,
2012-07-15,26.2116666666667,204.799583333333,
2012-07-16,26.1466666666667,204.184583333333,
2012-07-17,26.1175,205.506666666667,
2012-07-18,26.07875,205.256666666667,
2012-07-19,26.3908333333333,204.960416666667,
2012-07-20,26.5391666666667,207.585833333333,
2012-07-21,26.3258333333333,204.465833333333,
2012-07-22,25.9991666666667,204.5375,
2012-07-23,25.9154166666667,204.665,
2012-07-24,25.89875,204.479166666667,
2012-07-25,25.9195833333333,206.16625,
2012-07-26,25.9729166666667,207.746666666667,
2012-07-27,26.035,206.63625,
2012-07-28,26.2429166666667,204.7425,
2012-07-29,26.3254166666667,204.325833333333,
2012-07-30,26.535,204.3125,
2012-07-31,26.7966666666667,203.735,
2012-08-01,27.0333333333333,204.144583333333,
2012-08-02,27.1770833333333,202.677083333333,
2012-08-03,27.0720833333333,203.209166666667,
2012-08-04,27.2545833333333,202.90125,
2012-08-05,27.25125,201.887916666667,
2012-08-06,27.15,201.189583333333,
