Temperature,Oxygen
0.9117727900769046,0.4427218465477669
0.9118447339827944,0.32979152337693596
0.1870338634430907,0.7516723755564148
0.10927449182698912,0.9021438980707803
0.3825773996520887,0.7518061599260926
0.2435098295667344,0.8122734319847662
0.2112549784260528,0.8233938498346369
0.9551789466305349,0.3974831513979371
0.8970242893694562,0.4421606048018203
0.7796837788628792,0.49128557273897266
0.3501546793976622,0.5738468439940887
0.3785433275957324,0.6287428411884493
0.15048635925097475,0.8448221902161224
0.8743431910386603,0.38160466335709753
0.91028594935518,0.37906332781738783
0.45953339765241497,0.7364894811152616
0.8721796605354437,0.4513917263092393
0.5799195335083367,0.6102753489459571
0.7067566395923925,0.5600115823498801
0.8427982053936445,0.47398467297749836
0.7468054138711528,0.5045139101695437
0.22681884340025626,0.773691324984507
0.913979069857529,0.36939822286688107
0.2131255199791926,0.5942701700863278
0.12120518955374804,0.8647136418630745
0.4186932404088648,0.7784781949920658
0.9000459334168358,0.3611133810473963
0.19139846040041497,0.7861169561970414
0.8810287609599128,0.41784447985544726
0.7131356659146366,0.028009878762705664
0.6954614463676638,0.5625143289727879
0.2857044090385641,0.7418435514515083
0.25765254173327956,0.7602402500561816
0.6692498833217415,0.5981890732077118
0.797645774033412,0.44419021158076055
0.8216750386006695,0.44606971882299207
0.28823495772834407,0.7678504951866019
0.6255549084792502,0.5677575980442229
0.6936594228201292,0.5135529788535986
0.5089682449865667,0.7514521917369745
0.2186172381287972,0.7042474480241332
0.9387277734836863,0.40084733884020096
0.2718077658834608,0.7281002222267587
0.6115508707979682,0.5272115705462141
0.8945542152672312,0.4225693522282852
0.2941343580113236,0.7717139267400757
0.1565056660437688,0.7899869138173257
0.7285556430770601,0.4524097927321151
0.2413994749939593,0.6699007583857142
0.7748875184702151,0.5866183567477228
0.7551290109830346,0.5274980081309151
0.9019884188758656,0.3986872107249919
0.6958931098030039,0.524366205415616
0.6865883646412296,0.5016000213373981
0.8623713080324453,0.4516168756142984
0.21729826652081208,0.8264219448360051
0.4766320659522678,0.6305746797687382
0.8054876597754212,0.44744345588719536
0.8389655573162327,0.41542330906771663
0.830212382099619,0.059220140690650735
0.25749092861135225,0.7573826840180591
0.6093206097153785,0.4853044325045792
0.8321548675586488,0.4078334933638408
0.25557242445428774,0.5850521007125298
0.7965186528411374,0.42536577185778346
0.3703549294181121,0.6118880404565485
0.23063187041242583,0.7354028909908465
0.45327427783998586,0.5980748670384817
0.8707647637196092,0.4263316297461499
0.7463497691338479,0.48864577871299364
0.2227420220664863,0.750732621935299
0.9465936405276607,0.3928626960941175
0.8305912866706378,0.4781309798633948
0.7757268640389299,0.5046737988064642
0.77263327608566,0.5203624634256538
0.20542752204896342,0.8048826613186986
0.8613640933499853,0.42710496866352643
0.21154275404961276,0.7827723469552177
0.15748889942426347,0.8226955606856106
0.6434939650131246,0.5164696645715123
0.7717699492149801,0.4565738489720583
0.7246706721590006,0.12317559546103785
0.3356699730118141,0.7652726987953442
0.42504828542914375,0.627859835974401
0.8973120649930162,0.39778661350475586
0.86263510235404,0.37850534910485023
0.7054136866824423,0.520434250160595
0.796782447162732,0.4358401090931374
0.5106198268261273,0.6447629165049347
0.890261562215797,0.4301852721994115
0.2557256962537948,0.7632740198982635
0.47895825224271293,0.5973113172213249
0.2465314736141141,0.7579210845301565
0.9046503433937954,0.4479329108981933
0.6548850834457085,0.5657740993460334
0.46588844267269947,0.5945377388256678
0.26485318831409665,0.6182273613579634
0.9531645172656151,0.3586432647585578
0.8254213350334658,0.4434445375118343
0.7691799686029406,0.4821131858328733
0.5209797492742863,0.6275817687797536
0.8954175421379111,0.42390393289160055
0.5582644178354492,0.63004933139027
0.8898778613843816,0.41752143954818877
0.49358684644034634,0.6939786818933984
0.9119406591906498,0.45456339478050545
0.7524170385305724,0.5309346916632072
0.9672415415180884,0.3950195611759175
0.49447415461298583,0.6078084956905279
0.7817545121541498,0.5132621027327757
0.9005975033619906,0.27133427989676284
0.9928056094110007,0.3855796055304699
0.3173482583118258,0.8534594396435258
0.48943808120068644,0.6707067276371521
0.19295724502802958,0.7758971355674065
0.3496510720564321,0.7132729984269335
0.6305680432548912,0.47180200026784935
0.130701785131227,0.832246459466879
0.7572852428291266,0.5244477812507771
0.8846739188583428,0.4385484268206561
0.8632106536011599,0.48733077625011023
0.6871878971903147,0.5389258604760931
0.9441475477274011,0.36623960652924437
0.17748930526168127,0.7531668448566666
0.4116667189336052,0.7553857075731876
0.6287694456076416,0.6057234173436772
0.7640000073788611,0.06445745990986773
0.20092775775329952,0.7951205552841971
0.42677493917050335,0.7251504400271505
0.8232338232282896,0.4924700538655875
0.9271927672393281,0.390206586901108
0.7178512619279707,0.500294214695939
0.7730649395210001,0.41541351996749665
0.25883867778169345,0.6596443917819221
0.8293010926250086,0.4074354032882319
0.7505225156754671,0.07732829796610696
0.857694954149596,0.4817509891247347
0.8479345642505165,0.4663266302114921
0.8245288135343094,0.4701998508651857
0.35914766763391115,0.7167872854058981
0.8474309569092864,0.4880127502320979
0.4634663311743994,0.602241760698774
0.2935108441602787,0.5797692496271625
0.23233454285182042,0.8591371177711007
0.18919218061979048,0.7855883447851639
0.4121463449728755,0.6911137385623605
0.6736759975319278,0.5088493465988371
0.7890844492325031,0.07138211880392498
0.86299482188349,0.4060714553242486
0.2439175117001091,0.7650344973566559
0.5235874551964732,0.612229905956539
0.8275744388836488,0.4205886909504446
0.8509562082978961,0.40727225161789393
0.8906452630472121,0.4692372560102207
0.9060652402096299,0.425000312116236
0.30116087948657755,0.6784499059111377
0.8131376951017255,0.4517473969505672
0.44938930692192613,0.6661384808678414
0.6780989837462108,0.5740328368982677
0.3855990436994685,0.7251863333946209
0.15907166535384332,0.820988994213929
0.13036604690373654,0.8473216738056129
0.6324146035060656,0.6727069671154324
0.24696313704945405,0.7912529707791094
0.8461839292071973,0.40943890579991393
0.2372027471503746,0.6845648305152094
0.6600410633678226,0.5743134577712372
0.8826115268894925,0.43827759504790653
0.8331381009391432,0.48895902992003215
0.8482463211760416,0.45296124537784177
0.8453206023365172,0.45462212938182534
0.41464040037706007,0.6413720573113506
0.08719970336974137,0.9050512608361074
0.5307818457854725,0.6367320238070913
0.8614360372558754,0.4262761581782395
0.3695555526860004,0.8130010884344443
0.6982912399993331,0.513745031676963
0.5067046186142845,0.022965229116018726
0.15748889942426347,0.8196413614169844
