Time,Temperature,Salinity,Oxygen,PH
2020-06-23,23.109775,37.1357208333333,217.821666666667,
2020-06-24,23.0640125,37.1524291666667,220.565833333333,8.02365833333333
2020-06-25,23.1756541666667,37.1730041666667,220.555833333333,8.0288
2020-06-26,23.4567083333333,37.2057875,216.309583333333,8.02673333333333
2020-06-27,24.0914708333333,37.2270208333333,213.559166666667,8.01645416666667
2020-06-28,24.2374625,37.2266,213.219583333333,8.021425
2020-06-29,24.2789083333333,37.2321791666667,214.48125,8.02899583333333
2020-06-30,24.053525,37.2481333333333,215.688333333333,8.03060416666667
2020-07-01,24.6133125,37.2494125,210.92,8.0094375
2020-07-02,25.0415708333333,37.2419458333333,205.712916666667,8.00029583333333
2020-07-03,24.73725,37.2591541666667,218.48625,8.01914166666667
2020-07-04,24.9534625,37.2835958333333,217.25125,8.01584166666667
2020-07-05,25.383275,37.2942666666667,217.98625,8.0135625
2020-07-06,25.7006041666667,37.2973166666667,213.910416666667,8.00656666666667
2020-07-07,25.6509541666667,37.2780708333333,204.985833333333,7.99234166666667
2020-07-08,25.8353291666667,37.2868708333333,208.641666666667,7.99670833333333
2020-07-09,25.6681375,37.2806541666667,206.924583333333,7.99865833333333
2020-07-10,25.4008083333333,37.2461583333333,203.820833333333,7.99311666666667
2020-07-11,25.0637041666667,37.1557458333333,205.36625,7.99441666666667
2020-07-12,24.9773875,37.1390208333333,212.997916666667,8.0089875
2020-07-13,25.0758791666667,37.1451416666667,212.555,8.0163125
2020-07-14,25.0179083333333,37.1384625,207.860416666667,8.00830416666667
2020-07-15,25.0923130434783,37.1447782608696,211.71347826087,8.00738695652174
2020-07-16,25.2684958333333,37.1601958333333,209.804166666667,8.00562083333333
2020-07-17,25.4063541666667,37.1847208333333,207.203333333333,8.0031625
2020-07-18,25.5897208333333,37.1852583333333,210.629166666667,8.00248333333333
2020-07-19,25.8614166666667,37.1825291666667,211.167916666667,8.00655
2020-07-20,25.8610291666667,37.1755875,206.329583333333,7.9907625
2020-07-21,25.6435416666667,37.1748166666667,207.137083333333,7.99604583333333
2020-07-22,25.5675166666667,37.1818666666667,208.537916666667,8.00019166666667
2020-07-23,25.6782083333333,37.1832291666667,209.72375,8.00394166666667
2020-07-24,26.152025,37.1717791666667,203.320833333333,7.99335
2020-07-25,26.1609541666667,37.1786458333333,205.164583333333,7.99865
2020-07-26,26.0128291666667,37.18065,204.98375,7.99964583333333
2020-07-27,26.0381958333333,37.1801333333333,204.100833333333,7.99628333333333
2020-07-28,26.0924791666667,37.1847916666667,203.53,7.99297916666667
2020-07-29,26.2166333333333,37.18365,206.615833333333,7.99772083333334
2020-07-30,26.2988708333333,37.1901375,203.44,7.99392916666667
2020-07-31,26.4379833333333,37.1972916666667,201.987083333333,7.99090416666667
2020-08-01,26.8951083333333,37.1990708333333,201.856666666667,7.986575
2020-08-02,27.3443,37.20295,198.3225,7.98263333333333
2020-08-03,,,,7.98389583333333
2020-08-04,,,,7.9817125
2020-08-05,,,,7.98683333333333
2020-08-06,,,,7.9885125
2020-08-07,,,,7.987675
2020-08-08,,,,7.98734583333333
2020-08-09,,,,7.98849583333333
2020-08-10,,,,7.97982916666667
2020-08-11,,,,7.97173333333333
2020-08-12,,,,7.98092916666667
2020-08-13,,,,7.97410833333333
2020-08-14,,,,7.9827
2020-08-15,,,,7.98874583333333
2020-08-16,,,,7.98418333333333
2020-08-17,,,,7.97554166666667
2020-08-18,,,,7.98270833333333
2020-08-19,,,,7.98225833333333
2020-08-20,,,,7.985325
2020-08-21,,,,7.97965833333333
2020-08-22,,,,7.9809125
2020-08-23,,,,7.978175
2020-08-24,,,,7.97771666666667
2020-08-25,,,,7.98630416666666
2020-08-26,,,,7.98758333333333
2020-08-27,,,,7.99085833333333
2020-08-28,,,,7.98529583333333
2020-08-29,,,,7.9841875
2020-08-30,,,,7.96627083333333
2020-08-31,,,,7.9817
2020-09-01,,,,7.99412173913044
2020-09-02,,,,7.9977625
2020-09-03,26.5589,37.25486,193.836,7.99274166666666
2020-09-04,26.3276,37.2834958333333,189.958333333333,7.9953625
2020-09-05,26.2434083333333,37.3263541666667,193.389166666667,8.00070416666667
2020-09-06,26.2686791666667,37.3655416666667,192.216666666667,8.00165
2020-09-07,26.14965,37.2729625,189.97,8.00077916666667
2020-09-08,25.85465,37.1994166666667,190.230416666667,7.99525
2020-09-09,26.0351541666667,37.2724875,193.858333333333,8.00284166666667
2020-09-10,26.2430125,37.315225,194.05875,8.000425
2020-09-11,26.14825,37.3359958333333,194.05,7.99288333333333
2020-09-12,26.1954166666667,37.3432,186.255,7.98807083333333
2020-09-13,26.1526875,37.387775,192.0275,8.00360416666667
2020-09-14,26.1296125,37.35755,190.412916666667,8.01254583333333
2020-09-15,26.0529625,37.3840875,188.77625,8.01025416666667
2020-09-16,26.0414333333333,37.3793916666667,189.629166666667,8.0109625
2020-09-17,26.1647875,37.3549,195.32375,8.00865416666667
2020-09-18,26.0604666666667,37.3510125,188.599583333333,7.99813333333333
2020-09-19,26.1243375,37.3502458333333,192.41,8.00116666666667
2020-09-20,26.1164625,37.3470125,192.980833333333,7.99597083333333
2020-09-21,26.0138041666667,37.3194458333333,187.019583333333,7.99204166666667
2020-09-22,25.925475,37.29535,187.183333333333,7.99988333333333
2020-09-23,25.9244208333333,37.2750625,189.282083333333,8.00610833333333
2020-09-24,25.9600291666667,37.2466291666667,194.325,8.00986666666667
2020-09-25,25.3377208333333,37.2446166666667,201.67875,8.01142083333333
2020-09-26,24.4593625,37.2656458333333,205.88625,8.0312125
2020-09-27,24.0093166666667,37.273225,203.965833333333,8.03064166666667
2020-09-28,23.8564208333333,37.3012416666667,203.317083333333,8.0372625
2020-09-29,23.9443791666667,37.3230583333333,198.605,8.03882916666667
2020-09-30,23.9873708333333,37.3459791666667,195.9525,8.0399375
2020-10-01,24.1922208333333,37.3557958333333,194.3775,8.0423125
2020-10-02,24.1116,37.362225,195.03125,8.02653333333334
2020-10-03,23.5625125,37.3830208333333,204.505,8.03875416666667
2020-10-04,22.9131708333333,37.3897666666667,206.96,8.04630833333333
2020-10-05,22.4329,37.3882,208.539166666667,8.05159583333334
2020-10-06,22.3323708333333,37.4200708333333,200.686666666667,8.0568375
2020-10-07,22.5321041666667,37.4929541666667,196.02125,8.05507916666667
2020-10-08,22.7142083333333,37.5371666666667,195.591666666667,8.05669166666667
2020-10-09,22.9402625,37.4813125,201.234583333333,8.0565625
2020-10-10,23.0936291666667,37.4211583333333,200.565833333333,8.0614
2020-10-11,22.7635666666667,37.4725958333333,197.290833333333,8.0540375
2020-10-12,22.4363208333333,37.4629166666667,209.3675,8.0588375
2020-10-13,22.295925,37.4763958333333,210.400833333333,8.06660416666667
2020-10-14,22.2001708333333,37.5504958333333,208.13375,8.06823333333333
2020-10-15,21.8075375,37.6022541666667,211.508333333333,8.07234166666667
2020-10-16,21.7164083333333,37.6289333333333,211.135416666667,8.0799875
2020-10-17,21.7461208333333,37.652725,205.564583333333,8.07922083333333
2020-10-18,21.9354041666667,37.61115,206.407916666667,8.0830375
2020-10-19,21.96635,37.506225,204.900416666667,8.08263333333333
2020-10-20,21.870925,37.5143041666667,200.99875,8.0773875
2020-10-21,21.7926541666667,37.6012958333333,209.052083333333,8.074825
2020-10-22,21.77185,37.5940958333333,205.854166666667,8.0722
2020-10-23,21.8444208333333,37.487375,209.27375,8.07556666666667
2020-10-24,21.827875,37.4229625,209.785,8.07046666666667
2020-10-25,21.6122958333333,37.4410291666667,212.695,8.07570833333333
2020-10-26,21.2908458333333,37.4152666666667,212.683333333333,8.07363333333333
2020-10-27,21.0011166666667,37.4394666666667,214.01625,8.07987083333333
2020-10-28,20.8371791666667,37.4902416666667,212.154166666667,8.08355
2020-10-29,21.1734125,37.5542875,211.301666666667,8.0850875
2020-10-30,21.1909083333333,37.5728041666667,210.1775,8.08179166666667
2020-10-31,21.1594375,37.5746041666667,206.110833333333,8.07767083333333
2020-11-01,21.0983875,37.568,208.700833333333,8.08068333333333
2020-11-02,21.0929333333333,37.4891291666667,209.39625,8.08371666666667
2020-11-03,21.0774083333333,37.4843166666667,205.759583333333,8.0775375
2020-11-04,20.9288791666667,37.5283458333333,204.61875,8.07095416666667
2020-11-05,20.8756791666667,37.5111208333333,210.582916666667,8.08285416666667
2020-11-06,21.0480833333333,37.4442708333333,213.2825,8.07847916666667
2020-11-07,20.9863833333333,37.4450291666667,209.732916666667,8.07001666666667
2020-11-08,21.0490291666667,37.4312791666667,213.9125,8.07305
2020-11-09,21.1251916666667,37.4367208333333,210.250416666667,
2020-11-10,21.0876333333333,37.4431291666667,208.655416666667,
2020-11-11,20.9174125,37.448775,206.320833333333,
2020-11-12,20.7859041666667,37.4500958333333,208.48,
2020-11-13,20.7385916666667,37.4497833333333,205.9625,
2020-11-14,20.7342416666667,37.453,208.702083333333,
2020-11-15,20.73665,37.4556958333333,210.923333333333,
2020-11-16,20.6446833333333,37.4617458333333,210.159583333333,
2020-11-17,20.5132416666667,37.4815333333333,210.480833333333,
2020-11-18,20.4819043478261,37.4879130434783,214.35652173913,
2020-11-19,20.5763333333333,37.4796166666667,213.499583333333,8.08264545454546
2020-11-20,20.4099458333333,37.4740041666667,214.301666666667,8.07881666666667
2020-11-21,20.1004458333333,37.482925,219.357916666667,8.0897125
2020-11-22,19.9362125,37.4901291666667,218.357916666667,8.08894583333333
2020-11-23,19.885625,37.4841541666667,218.369583333333,8.09133333333334
2020-11-24,19.9654375,37.4823291666667,217.90875,8.0917375
2020-11-25,19.907325,37.4004166666667,217.638333333333,8.09166086956522
2020-11-26,19.7902208333333,37.301775,215.182083333333,8.09042083333333
2020-11-27,19.6793208333333,37.3381375,209.9525,8.08101739130435
2020-11-28,19.5165,37.2134833333333,216.86375,8.08831666666667
2020-11-29,19.3208666666667,37.2793625,216.140833333333,8.08787083333333
2020-11-30,19.3749375,37.3572875,215.21375,8.0914625
2020-12-01,19.4601333333333,37.4015916666667,215.179166666667,8.09450833333333
2020-12-02,19.220775,37.4128333333333,218.42375,8.0959875
2020-12-03,19.0568291666667,37.4297583333333,219.598333333333,8.10173333333333
2020-12-04,18.7711208333333,37.4030125,221.2425,8.09474166666667
2020-12-05,18.5342625,37.396775,222.274583333333,8.10268333333333
2020-12-06,18.24345,37.4092166666667,223.491666666667,8.10607083333333
2020-12-07,18.0568583333333,37.4219875,226.21625,8.10475833333333
2020-12-08,17.8565,37.416025,230.065,8.10524583333334
2020-12-09,17.5453833333333,37.4158208333333,231.808333333333,8.11104583333333
2020-12-10,17.3312916666667,37.4215416666667,230.180833333333,8.108175
2020-12-11,17.3521708333333,37.4263708333333,228.789166666667,8.10824583333333
2020-12-12,17.284725,37.434975,228.885416666667,8.10796666666666
2020-12-13,17.0981458333333,37.4419416666667,229.081666666667,8.11005
2020-12-14,17.1141916666667,37.4476958333333,225.12375,8.11056086956522
2020-12-15,17.0892166666667,37.4571125,222.87125,8.10502083333333
2020-12-16,17.0417125,37.458,222.420833333333,8.10489166666667
2020-12-17,17.0046541666667,37.4709125,222.044583333333,8.10777083333333
2020-12-18,17.2092,37.4486208333333,224.399166666667,8.11206666666667
2020-12-19,17.2506208333333,37.4278833333333,222.957916666667,8.113275
2020-12-20,17.191475,37.4125875,224.424166666667,8.11293333333333
2020-12-21,17.0107208333333,37.4303666666667,223.683333333333,8.10943333333333
2020-12-22,17.1452208333333,37.4152958333333,226.032083333333,8.11375833333333
2020-12-23,17.2350958333333,37.3874666666667,222.487916666667,8.11248333333334
2020-12-24,17.1773916666667,37.3533666666667,224.370416666667,8.10929583333333
2020-12-25,16.9698833333333,37.3634,229.7825,8.10867083333334
2020-12-26,16.6259166666667,37.3888125,236.131666666667,8.112325
2020-12-27,16.5950458333333,37.3948666666667,231.052083333333,8.11814166666667
2020-12-28,16.322675,37.4067041666667,234.053333333333,8.10599583333333
2020-12-29,16.2457333333333,37.415025,234.707083333333,8.11359583333333
